Product,Type,Release Date,Process Size (nm),TDP (W),Cores,Freq (MHz),Foundry,Vendor,Benchmark
Intel Xeon E3-1220L v2,CPU,2012-05-14,22,17,2,2300,Intel,Intel,2278
Intel Core i3-3240,CPU,2012-09-03,22,55,2,3400,Intel,Intel,2287
Intel Core2 Quad Q9550,CPU,2009-01-27,45,65,4,2833,Intel,Intel,2291
Intel Core2 Quad Q9550,CPU,2008-03-25,45,95,4,2833,Intel,Intel,2291
AMD Athlon II X4 645,CPU,2010-09-21,45,95,4,3100,Unknown,AMD,2298
Intel Core i5-4210U,CPU,2014-04-14,22,15,2,1700,Intel,Intel,2300
Intel Core i5-4350U,CPU,2013-06-04,22,15,2,1400,Intel,Intel,2305
Intel Celeron G3920,CPU,2015-09-01,14,51,2,2900,Intel,Intel,2310
AMD A10-6700T,CPU,2013-09-16,32,45,2,2500,Unknown,AMD,2311
Intel Xeon E5606,CPU,2011-02-14,32,80,4,2133,Intel,Intel,2326
AMD Phenom II X4 B95,CPU,2009-10-01,45,95,4,3000,Unknown,AMD,2329
AMD A8-3870K,CPU,2011-12-20,32,100,4,3000,Unknown,AMD,2336
AMD Athlon II X4 651,CPU,2011-11-14,32,100,4,3000,Unknown,AMD,2338
AMD Athlon II X4 651,CPU,2011-11-14,32,100,4,3000,Unknown,AMD,2338
Intel Core i5-660,CPU,2010-01-07,32,73,2,3333,Intel,Intel,2352
Intel Core i7-4550U,CPU,2013-06-04,22,15,2,1500,Intel,Intel,2354
AMD Phenom II X4 840,CPU,2011-01-04,45,95,4,3200,Unknown,AMD,2355
Intel Core i5-2390T,CPU,2011-02-20,32,35,2,2700,Intel,Intel,2364
Intel Celeron G3950,CPU,2017-01-03,14,51,2,3000,Intel,Intel,2369
Intel Celeron G4920,CPU,2018-04-03,14,51,2,3200,Intel,Intel,2406
Intel Core2 Quad Q9650,CPU,2008-08-10,45,95,4,3000,Intel,Intel,2411
Intel Core i7-3667U,CPU,2012-06-03,22,17,2,2000,Intel,Intel,2418
Intel Core i7-4650U,CPU,2013-06-04,22,15,2,1700,Intel,Intel,2421
Intel Core i7-860S,CPU,2010-01-07,45,82,4,2533,Intel,Intel,2424
AMD Phenom II X4 955,CPU,2009-04-01,45,95,4,3200,Unknown,AMD,2432
AMD Phenom II X4 955,CPU,2009-04-23,45,125,4,3200,Unknown,AMD,2432
AMD Phenom II X4 955,CPU,2009-04-01,45,125,4,3200,Unknown,AMD,2432
Intel Celeron G4900,CPU,2018-04-03,14,51,2,3100,Intel,Intel,2448
Intel Core i5-3210M,CPU,2012-06-01,22,35,2,2500,Intel,Intel,2449
Intel Core i5-3210M,CPU,2012-06-01,22,35,2,2500,Intel,Intel,2449
Intel Core2 Extreme X9650,CPU,2007-11-30,45,130,4,3000,Intel,Intel,2455
Intel Core i5-661,CPU,2010-01-07,32,87,2,3333,Intel,Intel,2462
AMD Opteron 8439 SE,CPU,2004-12-01,90,85,6,2200,Unknown,AMD,2479
AMD Opteron 8439 SE,CPU,2004-05-18,130,89,6,2200,Unknown,AMD,2479
Intel Xeon E5520,CPU,2009-03-30,45,80,4,2266,Intel,Intel,2479
Intel Celeron G5920,CPU,2020-04-30,14,58,2,3500,Intel,Intel,2482
Intel Core i5-750,CPU,2009-09-08,45,95,4,2666,Intel,Intel,2495
AMD Phenom II X4 850,CPU,2011-06-01,45,95,4,3300,Unknown,AMD,2496
AMD Phenom II X4 B97,CPU,2010-05-11,45,95,4,3200,Unknown,AMD,2498
Intel Core i5-5200U,CPU,2015-03-01,14,15,2,2200,Intel,Intel,2502
Intel Core i5-5250U,CPU,2015-03-01,14,15,2,1600,Intel,Intel,2504
Intel Core i5-670,CPU,2010-01-07,32,73,2,3466,Intel,Intel,2511
Intel Xeon L5530,CPU,2009-08-09,45,60,4,2400,Intel,Intel,2522
Intel Core i7-4500U,CPU,2013-06-04,22,15,2,1800,Intel,Intel,2529
AMD Phenom II X4 975,CPU,2011-01-04,45,125,4,3600,Unknown,AMD,2544
AMD Phenom II X4 965,CPU,2009-08-13,45,140,4,3400,Unknown,AMD,2546
AMD Phenom II X4 965,CPU,2009-11-07,45,125,4,3400,Unknown,AMD,2546
Intel Core i5-3610ME,CPU,2012-06-01,22,35,2,2700,Intel,Intel,2553
Intel Core i5-3610ME,CPU,2012-06-01,22,35,2,2700,Intel,Intel,2553
AMD FX-4100,CPU,2011-10-12,32,95,2,3600,Unknown,AMD,2565
AMD A8-5500,CPU,2012-10-02,32,65,2,3200,Unknown,AMD,2577
Intel Core i3-5157U,CPU,2015-03-01,14,28,2,2500,Intel,Intel,2588
Intel Pentium G4400,CPU,2015-09-01,14,51,2,3300,Intel,Intel,2599
Intel Core i5-760,CPU,2010-07-18,45,95,4,2800,Intel,Intel,2599
Intel Core i5-680,CPU,2010-04-19,32,73,2,3600,Intel,Intel,2603
Intel Core i5-5350U,CPU,2015-03-01,14,15,2,1800,Intel,Intel,2614
Intel Xeon E5530,CPU,2009-03-30,45,80,4,2400,Intel,Intel,2614
Intel Core2 Extreme X9770,CPU,2008-03-24,45,136,4,3200,Intel,Intel,2632
AMD Phenom II X4 970,CPU,2010-09-21,45,125,4,3500,Unknown,AMD,2644
AMD Phenom II X4 970,CPU,2010-10-01,45,125,4,3500,Unknown,AMD,2644
Intel Core i5-3320M,CPU,2012-06-01,22,35,2,2600,Intel,Intel,2646
Intel Core i5-3320M,CPU,2012-06-01,22,35,2,2600,Intel,Intel,2646
Intel Core i7-4600U,CPU,2013-09-01,22,15,2,2100,Intel,Intel,2685
Intel Xeon E5607,CPU,2011-02-14,32,80,4,2266,Intel,Intel,2686
AMD A8-5500B,CPU,2012-10-02,32,65,2,3200,Unknown,AMD,2707
Intel Core i7-5500U,CPU,2015-03-01,14,15,2,2400,Intel,Intel,2719
AMD FX-4130,CPU,2013-01-30,32,125,2,3800,Unknown,AMD,2730
Intel Pentium G4500,CPU,2015-09-01,14,51,2,3500,Intel,Intel,2734
AMD A10-5700,CPU,2012-10-02,32,65,2,3400,Unknown,AMD,2735
Intel Xeon E5540,CPU,2009-03-30,45,80,4,2533,Intel,Intel,2738
Intel Core i5-5300U,CPU,2015-03-01,14,15,2,2300,Intel,Intel,2740
Intel Core i7-920,CPU,2008-11-17,45,130,4,2666,Intel,Intel,2741
Intel Xeon E5-2603 v2,CPU,2013-09-01,22,80,4,1800,Intel,Intel,2751
Intel Core2 Extreme X9775,CPU,2008-03-24,45,150,4,3200,Intel,Intel,2780
Intel Core i7-870S,CPU,2010-07-19,45,82,4,2666,Intel,Intel,2786
Intel Xeon W3520,CPU,2009-03-30,45,130,4,2666,Intel,Intel,2787
Intel Celeron G5900,CPU,2020-04-30,14,58,2,3400,Intel,Intel,2790
AMD A8-5600K,CPU,2012-10-02,32,100,2,3600,Unknown,AMD,2803
AMD Opteron 3350 HE,CPU,2012-12-04,32,45,4,2800,Unknown,AMD,2825
AMD A8-6500,CPU,2013-06-01,32,65,2,3500,Unknown,AMD,2826
AMD Phenom II X4 980,CPU,2011-05-03,45,125,4,3700,Unknown,AMD,2829
Intel Core i5-3360M,CPU,2012-06-01,22,35,2,2800,Intel,Intel,2846
Intel Core i5-3360M,CPU,2012-11-01,22,35,2,2800,Intel,Intel,2846
Intel Core i5-3360M,CPU,2012-06-01,22,35,2,2800,Intel,Intel,2846
Intel Core i3-4150T,CPU,2014-05-01,22,35,2,2900,Intel,Intel,2867
Intel Xeon E5-2403 v2,CPU,2013-09-01,22,80,4,1800,Intel,Intel,2873
Intel Core i3-4130T,CPU,2013-09-01,22,35,2,2900,Intel,Intel,2874
Intel Core i7-930,CPU,2010-02-28,45,130,4,2800,Intel,Intel,2877
Intel Core i7-3520M,CPU,2012-11-01,22,35,2,2900,Intel,Intel,2879
Intel Core i7-3520M,CPU,2012-06-03,22,35,2,2900,Intel,Intel,2879
Intel Core i7-3520M,CPU,2012-06-03,22,35,2,2900,Intel,Intel,2879
Intel Xeon W3540,CPU,2009-03-30,45,130,4,2933,Intel,Intel,2890
Intel Core i7-860,CPU,2009-09-08,45,95,4,2800,Intel,Intel,2890
AMD A10-5800B,CPU,2012-10-02,32,100,2,3800,Unknown,AMD,2897
Intel Core i7-5550U,CPU,2015-03-01,14,15,2,2000,Intel,Intel,2908
Intel Pentium G4560T,CPU,2017-01-03,14,35,2,2900,Intel,Intel,2909
Intel Core i7-880,CPU,2010-05-30,45,95,4,3066,Intel,Intel,2920
Intel Pentium G4520,CPU,2015-09-01,14,51,2,3600,Intel,Intel,2926
AMD A10-5800K,CPU,2012-10-02,32,100,2,3800,Unknown,AMD,2936
AMD FX-4300,CPU,2012-10-23,32,95,2,3800,Unknown,AMD,2937
Intel Xeon L5630,CPU,2010-03-16,32,40,4,2133,Intel,Intel,2943
AMD A10-9700E,CPU,2017-07-27,28,35,4,3000,Unknown,AMD,2947
AMD Phenom II X6 1035T,CPU,2010-04-27,45,95,6,2600,Unknown,AMD,2947
Intel Core i7-4558U,CPU,2013-06-04,22,28,2,2800,Intel,Intel,2956
Intel Core i5-3470T,CPU,2012-06-01,22,35,2,2900,Intel,Intel,2958
AMD A8-6600K,CPU,2013-06-01,32,100,2,3900,Unknown,AMD,2977
Intel Core i5-2405S,CPU,2011-05-22,32,65,4,2500,Intel,Intel,2980
Intel Core i7-5600U,CPU,2015-03-01,14,15,2,2600,Intel,Intel,2982
Intel Xeon X5550,CPU,2009-03-30,45,95,4,2666,Intel,Intel,2988
Intel Core m3-8100Y,CPU,2018-05-05,10,28,2,1500,Intel,Intel,2991
Intel Core i7-4610M,CPU,2014-02-01,22,37,2,3000,Intel,Intel,3002
Intel Core i7-5650U,CPU,2015-03-01,14,15,2,2200,Intel,Intel,3007
Intel Core i5-4300M,CPU,2013-09-01,22,37,2,2600,Intel,Intel,3025
AMD Phenom II X6 1045T,CPU,2010-09-01,45,95,6,2700,Unknown,AMD,3034
Intel Pentium Silver J5005,CPU,2017-12-01,14,10,4,1500,Intel,Intel,3040
Intel Core i5-5257U,CPU,2015-03-01,14,28,2,2700,Intel,Intel,3044
Intel Xeon W3530,CPU,2010-03-16,45,130,4,2800,Intel,Intel,3045
Intel Core i7-940,CPU,2008-11-17,45,130,4,2933,Intel,Intel,3066
Intel Core i7-870,CPU,2009-09-08,45,95,4,2933,Intel,Intel,3074
AMD A10-6700,CPU,2013-06-01,32,65,4,3700,Unknown,AMD,3090
AMD FX-4320,CPU,2012-10-23,32,95,2,4000,Unknown,AMD,3092
Intel Core i3-4330T,CPU,2013-09-01,22,35,2,3000,Intel,Intel,3098
Intel Xeon X5560,CPU,2009-03-30,45,95,4,2800,Intel,Intel,3100
AMD FX-4170,CPU,2012-02-27,32,125,2,4200,Unknown,AMD,3109
Intel Core i7-875K,CPU,2010-05-30,45,95,4,2933,Intel,Intel,3119
AMD A10-6790K,CPU,2013-10-28,32,100,2,4000,Unknown,AMD,3124
Intel Pentium G4600T,CPU,2017-01-03,14,35,2,3000,Intel,Intel,3130
Intel Core i3-4160T,CPU,2014-07-21,22,35,2,3100,Intel,Intel,3133
AMD A10-7700K,CPU,2014-01-14,28,95,2,3500,Unknown,AMD,3153
Intel Core i7-950,CPU,2009-06-02,45,130,4,3066,Intel,Intel,3154
AMD A10-6800K,CPU,2013-06-01,32,100,2,4100,Unknown,AMD,3158
Intel Core i3-4360T,CPU,2014-07-21,22,35,2,3200,Intel,Intel,3164
Intel Core i7-4600M,CPU,2013-09-01,22,37,2,2900,Intel,Intel,3180
Intel Core i7-5557U,CPU,2015-03-01,14,28,2,3100,Intel,Intel,3181
Intel Xeon W3550,CPU,2009-08-09,45,130,4,3066,Intel,Intel,3193
AMD Phenom II X6 1055T,CPU,2010-05-01,45,95,6,2800,Unknown,AMD,3195
AMD Phenom II X6 1055T,CPU,2010-04-27,45,125,6,2800,Unknown,AMD,3195
Intel Core i5-4330M,CPU,2013-09-01,22,37,2,2800,Intel,Intel,3208
Intel Core i5-5287U,CPU,2015-03-01,14,28,2,2900,Intel,Intel,3216
Intel Xeon L5638,CPU,2010-03-16,32,60,6,2000,Intel,Intel,3225
Intel Xeon W5590,CPU,2009-08-09,45,130,4,3333,Intel,Intel,3239
Intel Core i7-960,CPU,2009-10-20,45,130,4,3200,Intel,Intel,3245
AMD Ryzen Embedded V1202B,CPU,2018-02-21,14,15,2,2300,GF,AMD,3253
AMD FX-4350,CPU,2013-04-29,32,125,2,4200,Unknown,AMD,3262
Intel Xeon X5570,CPU,2009-03-30,45,95,4,2933,Intel,Intel,3270
Intel Core i3-10110Y,CPU,2019-08-21,14,9,2,1000,Intel,Intel,3278
AMD Phenom II X6 1075T,CPU,2010-09-21,45,125,6,3000,Unknown,AMD,3284
Intel Core i7-965,CPU,2008-11-17,45,130,4,3200,Intel,Intel,3288
Intel Core i3-4130,CPU,2013-09-01,22,54,2,3400,Intel,Intel,3291
AMD A8-9600,CPU,2017-07-27,28,65,4,3100,Unknown,AMD,3291
Intel Xeon L5609,CPU,2010-03-16,32,40,4,1866,Intel,Intel,3298
AMD Phenom II X6 1065T,CPU,2010-12-07,45,125,6,2900,Unknown,AMD,3320
AMD FX-4150,CPU,2012-10-23,32,95,4,3800,Unknown,AMD,3327
Intel Xeon W3565,CPU,2009-11-01,45,130,4,3200,Intel,Intel,3331
Intel Xeon W3570,CPU,2009-03-30,45,130,4,3200,Intel,Intel,3354
AMD A10-7850K,CPU,2014-01-14,28,95,2,3700,Unknown,AMD,3363
Intel Core i7-975,CPU,2009-06-02,45,130,4,3333,Intel,Intel,3370
Intel Xeon W5580,CPU,2009-03-30,45,130,4,3200,Intel,Intel,3386
Intel Core i3-1110G4,CPU,2020-09-02,10,15,2,1800,Intel,Intel,3421
Intel Core i3-7100H,CPU,2017-07-17,14,51,2,4000,Intel,Intel,3430
AMD A12-9800E,CPU,2017-07-27,28,35,4,3100,Unknown,AMD,3447
AMD A12-9800,CPU,2017-07-27,28,65,2,3800,Unknown,AMD,3447
Intel Core i3-4350,CPU,2014-05-01,22,54,2,3600,Intel,Intel,3459
AMD A10-7890K,CPU,2016-01-11,28,95,2,4000,Unknown,AMD,3477
AMD Opteron 6164 HE,CPU,2010-03-29,45,115,12,1900,Unknown,AMD,3478
AMD A10-7870K,CPU,2015-05-28,28,95,2,3900,Unknown,AMD,3485
Intel Xeon W3580,CPU,2009-08-09,45,130,4,3333,Intel,Intel,3495
Intel Core i3-4160,CPU,2014-07-21,22,54,2,3600,Intel,Intel,3495
Intel Xeon E5-2407 v2,CPU,2013-09-01,22,80,4,2400,Intel,Intel,3504
Intel Core i3-4340,CPU,2013-09-01,22,54,2,3600,Intel,Intel,3506
Intel Pentium G4560,CPU,2017-01-03,14,51,2,3500,Intel,Intel,3513
Intel Xeon E5-2609 v2,CPU,2013-09-01,22,80,4,2500,Intel,Intel,3516
Intel Core i3-4330,CPU,2013-09-01,22,54,2,3500,Intel,Intel,3539
AMD A10-9700,CPU,2017-07-27,28,65,4,3500,Unknown,AMD,3546
AMD A8-7680,CPU,2018-10-26,28,45,4,3500,Unknown,AMD,3571
Intel Core i5-2310,CPU,2011-05-22,32,95,4,2900,Intel,Intel,3603
Intel Pentium G4600,CPU,2017-01-03,14,51,2,3600,Intel,Intel,3605
AMD Athlon X4 950,CPU,2017-07-27,28,65,4,3500,Unknown,AMD,3611
AMD Athlon X4 950,CPU,2017-07-27,28,65,4,3200,Unknown,AMD,3611
Intel Xeon E5620,CPU,2010-03-16,32,80,4,2400,Intel,Intel,3630
Intel Core i5-2320,CPU,2011-09-04,32,95,4,3000,Intel,Intel,3632
Intel Core i3-8130U,CPU,2018-02-13,14,15,2,2400,Intel,Intel,3648
AMD Phenom II X6 1090T,CPU,2010-04-27,45,125,6,3200,Unknown,AMD,3655
AMD FX-6100,CPU,2011-10-12,32,95,3,3300,Unknown,AMD,3679
AMD Ryzen 3 2200U,CPU,2018-01-08,14,15,2,2500,GF,AMD,3686
Intel Core i3-4360,CPU,2014-05-01,22,54,2,3700,Intel,Intel,3688
Intel Pentium Gold G5400,CPU,2018-04-02,14,51,2,3700,Intel,Intel,3723
Intel Xeon E5630,CPU,2010-03-16,32,80,4,2533,Intel,Intel,3726
Intel Core i7-2670QM,CPU,2011-10-12,32,45,4,2200,Intel,Intel,3726
AMD Phenom II X6 1100T,CPU,2010-12-07,45,125,6,3300,Unknown,AMD,3729
Intel Pentium Gold G6405T,CPU,2021-03-16,14,35,2,3500,Intel,Intel,3746
Intel Core i5-3335S,CPU,2012-11-01,22,65,4,2700,Intel,Intel,3754
Intel Core i7-2675QM,CPU,2011-10-12,32,45,4,2200,Intel,Intel,3766
Intel Pentium Gold G5600,CPU,2018-04-02,14,51,2,3900,Intel,Intel,3769
Intel Pentium Gold G5500,CPU,2018-04-02,14,51,2,3800,Intel,Intel,3770
Intel Pentium G4620,CPU,2017-01-03,14,51,2,3700,Intel,Intel,3777
Intel Core i3-7100T,CPU,2017-07-17,14,35,2,3600,Intel,Intel,3787
Intel Core i3-7100T,CPU,2017-01-03,14,35,2,3400,Intel,Intel,3787
Intel Core i3-4370,CPU,2014-07-01,22,54,2,3800,Intel,Intel,3807
Intel Core i3-4370,CPU,2014-07-21,22,54,2,3800,Intel,Intel,3807
Intel Core i5-3330S,CPU,2012-09-03,22,77,4,2700,Intel,Intel,3810
Intel Xeon E3-1225,CPU,2011-04-03,32,95,4,3100,Intel,Intel,3817
Intel Core i3-8145U,CPU,2018-10-01,10,28,2,2100,Intel,Intel,3837
AMD FX-8100,CPU,2011-10-12,32,95,4,2800,Unknown,AMD,3847
Intel Xeon E3-1220,CPU,2011-04-03,32,80,4,3100,Intel,Intel,3855
Intel Core i3-1000G1,CPU,2019-08-01,10,12,2,1100,Intel,Intel,3862
AMD FX-6120,CPU,2012-10-23,32,95,3,3600,Unknown,AMD,3863
AMD Ryzen 3 3200U,CPU,2019-01-06,12,15,2,2600,GF,AMD,3885
AMD Opteron 4332 HE,CPU,2012-12-04,32,65,6,3000,Unknown,AMD,3906
AMD Opteron 4334,CPU,2012-12-04,32,95,3,3500,Unknown,AMD,3949
AMD Opteron 4334,CPU,2012-12-04,32,95,3,3100,Unknown,AMD,3949
AMD Opteron 4334,CPU,2012-12-04,32,35,3,2200,Unknown,AMD,3949
AMD Athlon 300U,CPU,2019-04-08,14,15,2,2400,GF,AMD,3978
AMD Athlon 300U,CPU,2019-01-06,14,15,2,2400,GF,AMD,3978
AMD Ryzen 3 3250U,CPU,2020-01-06,12,15,2,2600,GF,AMD,3988
AMD FX-6200,CPU,2012-02-27,32,125,3,3800,Unknown,AMD,4001
Intel Core i3-10110U,CPU,2019-08-21,14,25,2,2100,Intel,Intel,4005
Intel Xeon E5640,CPU,2010-03-16,32,80,4,2666,Intel,Intel,4018
Intel Xeon E3-1260L,CPU,2011-04-03,32,45,4,2400,Intel,Intel,4041
Intel Core i5-3330,CPU,2012-09-03,22,77,4,3000,Intel,Intel,4090
Intel Pentium Gold G5620,CPU,2019-02-20,14,51,2,4000,Intel,Intel,4102
Intel Pentium Gold G6400,CPU,2020-04-30,14,58,2,4000,Intel,Intel,4130
AMD Opteron 3380,CPU,2012-12-04,32,65,8,2600,Unknown,AMD,4134
AMD Athlon 200GE,CPU,2018-09-06,14,35,2,3200,Unknown,AMD,4135
AMD Athlon PRO 200GE,CPU,2018-06-01,14,35,2,3200,Unknown,AMD,4139
Intel Pentium Gold G6500,CPU,2020-04-30,14,58,2,4100,Intel,Intel,4147
AMD FX-6300,CPU,2012-10-23,32,95,3,3500,Unknown,AMD,4155
Intel Core i3-7300T,CPU,2017-01-03,14,35,2,3500,Intel,Intel,4159
Intel Core i5-3475S,CPU,2012-06-01,22,65,4,2900,Intel,Intel,4177
Intel Core i3-6100,CPU,2015-09-01,14,51,2,3700,Intel,Intel,4177
Intel Core i5-3350P,CPU,2012-09-03,22,69,4,3100,Intel,Intel,4237
Intel Core i5-6350HQ,CPU,2016-01-24,14,45,4,2300,Intel,Intel,4255
Intel Core i5-4440S,CPU,2013-09-01,22,65,4,2800,Intel,Intel,4277
Intel Pentium Gold G6405,CPU,2021-03-16,14,65,2,4100,Intel,Intel,4285
Intel Core i3-8109U,CPU,2018-04-05,14,28,2,3000,Intel,Intel,4301
Intel Core i3-7100,CPU,2017-01-03,14,51,2,3900,Intel,Intel,4342
Intel Core i5-3470S,CPU,2012-06-01,22,65,4,2900,Intel,Intel,4353
AMD FX-6130,CPU,2012-10-23,32,95,3,3600,Unknown,AMD,4353
Intel Core i7-2760QM,CPU,2011-09-04,32,45,4,2400,Intel,Intel,4353
Intel Core i7-2760QM,CPU,2011-09-04,32,45,4,2400,Intel,Intel,4353
Intel Core i3-6320,CPU,2015-09-01,14,51,2,3900,Intel,Intel,4372
Intel Core i3-8121U,CPU,2018-09-01,14,65,2,3700,Intel,Intel,4376
Intel Core i3-8121U,CPU,2018-05-05,10,28,2,2200,Intel,Intel,4376
AMD Opteron 4386,CPU,2012-12-04,32,95,4,3100,Unknown,AMD,4378
AMD Opteron 4386,CPU,2012-12-04,32,65,4,2600,Unknown,AMD,4378
Intel Pentium Gold G6505,CPU,2021-03-16,14,65,2,4200,Intel,Intel,4378
Intel Core i3-6300,CPU,2015-09-01,14,51,2,3800,Intel,Intel,4386
Intel Pentium Gold G6600,CPU,2020-04-30,14,58,2,4200,Intel,Intel,4396
Intel Core i7-2960XM,CPU,2011-09-04,32,55,4,2700,Intel,Intel,4423
AMD Athlon 220GE,CPU,2018-06-01,14,35,2,3400,Unknown,AMD,4450
AMD Athlon 220GE,CPU,2018-12-21,14,35,2,3400,Unknown,AMD,4450
AMD Athlon 220GE,CPU,2018-12-21,14,35,2,3400,Unknown,AMD,4450
Intel Xeon X5647,CPU,2011-02-14,32,130,4,2933,Intel,Intel,4455
AMD FX-6330,CPU,2015-12-15,32,125,3,3600,Unknown,AMD,4455
AMD FX-6350,CPU,2013-04-29,32,125,3,3900,Unknown,AMD,4463
AMD Athlon 3000G,CPU,2019-11-20,14,35,2,3500,Unknown,AMD,4480
Intel Pentium Gold G6605,CPU,2021-03-16,14,65,2,4300,Intel,Intel,4493
AMD Athlon Silver 3050GE,CPU,2020-07-21,12,35,2,3400,GF,AMD,4545
Intel Xeon X5667,CPU,2010-03-16,32,95,4,3066,Intel,Intel,4551
AMD Athlon 240GE,CPU,2018-12-21,14,35,2,3500,Unknown,AMD,4551
Intel Core i7-3635QM,CPU,2012-09-01,22,45,4,2400,Intel,Intel,4575
AMD FX-8120,CPU,2011-10-12,32,125,4,3100,Unknown,AMD,4578
Intel Xeon L5640,CPU,2010-03-16,32,60,6,2266,Intel,Intel,4591
Intel Core i7-2860QM,CPU,2011-09-04,32,45,4,2500,Intel,Intel,4607
Intel Core i7-2860QM,CPU,2011-09-04,32,45,4,2500,Intel,Intel,4607
Intel Core i5-3570S,CPU,2012-06-01,22,65,4,3100,Intel,Intel,4620
Intel Core i7-3632QM,CPU,2012-10-19,22,35,4,2200,Intel,Intel,4628
Intel Core i7-3632QM,CPU,2012-10-19,22,35,4,2200,Intel,Intel,4628
AMD Athlon Silver PRO 3125GE,CPU,2020-07-21,12,35,2,3400,GF,AMD,4633
Intel Core i5-3470,CPU,2012-06-01,22,77,4,3200,Intel,Intel,4657
Intel Xeon E3-1220 v2,CPU,2012-05-14,22,69,4,3100,Intel,Intel,4691
Intel Core i3-7300,CPU,2017-01-03,14,51,2,4000,Intel,Intel,4703
Intel Core i5-7400T,CPU,2017-01-03,14,35,4,2400,Intel,Intel,4710
Intel Xeon E3-1265L v2,CPU,2012-05-14,22,45,4,2500,Intel,Intel,4711
Intel Core i5-4440,CPU,2013-09-01,22,84,4,3100,Intel,Intel,4718
Intel Xeon E3-1235,CPU,2011-04-03,32,95,4,3200,Intel,Intel,4725
Intel Xeon E3-1225 v2,CPU,2012-05-14,22,77,4,3200,Intel,Intel,4766
Intel Core i3-7350K,CPU,2017-01-03,14,60,2,4200,Intel,Intel,4819
Intel Core i3-7350K,CPU,2017-10-03,14,112,2,4300,Intel,Intel,4819
Intel Core i5-10210Y,CPU,2019-08-21,14,9,4,1000,Intel,Intel,4836
Intel Core i3-7320,CPU,2017-07-17,14,35,2,3600,Intel,Intel,4856
Intel Core i3-7320,CPU,2017-01-03,14,51,2,4100,Intel,Intel,4856
AMD Opteron 6366 HE,CPU,2012-11-05,32,85,8,1800,Unknown,AMD,4858
AMD FX-8140,CPU,2012-10-23,32,95,4,3200,Unknown,AMD,4860
Intel Core i5-3570,CPU,2012-06-01,22,77,4,3400,Intel,Intel,4910
Intel Xeon E5645,CPU,2010-03-16,32,80,6,2400,Intel,Intel,4955
AMD FX-8320E,CPU,2014-09-02,32,95,4,3200,Unknown,AMD,4972
Intel Xeon E3-1290,CPU,2011-05-29,32,95,4,3600,Intel,Intel,4988
Intel Xeon E3-1230,CPU,2011-04-03,32,80,4,3200,Intel,Intel,5006
Intel Core i7-10510Y,CPU,2019-08-21,14,9,4,1200,Intel,Intel,5016
Intel Core i5-4590S,CPU,2014-05-01,22,65,4,2900,Intel,Intel,5095
Intel Core i5-7300HQ,CPU,2017-01-03,14,45,4,2500,Intel,Intel,5104
Intel Xeon X5677,CPU,2010-03-16,32,130,4,3466,Intel,Intel,5112
Intel Xeon X5672,CPU,2011-02-14,32,95,4,3200,Intel,Intel,5117
Intel Core i3-1005G1,CPU,2019-08-01,10,25,2,1200,Intel,Intel,5128
Intel Core i7-3630QM,CPU,2012-09-01,22,45,4,2400,Intel,Intel,5131
AMD FX-8150,CPU,2012-10-23,32,125,4,3900,Unknown,AMD,5158
AMD FX-8150,CPU,2011-10-12,32,125,4,3600,Unknown,AMD,5158
Intel Core i7-4712HQ,CPU,2014-04-01,22,37,4,2300,Intel,Intel,5161
Intel Core i5-6400,CPU,2015-07-02,14,65,4,2700,Intel,Intel,5163
AMD FX-8300,CPU,2012-10-23,32,95,4,3300,Unknown,AMD,5223
AMD FX-8370E,CPU,2014-09-02,32,95,4,3300,Unknown,AMD,5235
AMD Opteron 6272,CPU,2011-11-14,32,115,8,2100,Unknown,AMD,5240
Intel Xeon X5687,CPU,2011-02-14,32,130,4,3600,Intel,Intel,5282
AMD Opteron 6274,CPU,2011-11-14,32,115,8,2200,Unknown,AMD,5286
Intel Core i3-8100T,CPU,2018-04-02,14,35,4,3100,Intel,Intel,5291
Intel Core i5-7500T,CPU,2017-01-03,14,35,4,2700,Intel,Intel,5319
Intel Core i5-4590,CPU,2014-05-01,22,84,4,3300,Intel,Intel,5344
Intel Xeon E3-1245,CPU,2011-04-03,32,95,4,3300,Intel,Intel,5366
Intel Xeon E3-1275,GPU,2011-04-03,32,95,4,100,Intel,Intel,5372
Intel Xeon E3-1270,CPU,2011-04-03,32,80,4,3400,Intel,Intel,5386
Intel Xeon E3-1240,CPU,2011-04-03,32,80,4,3300,Intel,Intel,5398
AMD FX-8320,CPU,2012-10-23,32,125,4,3500,Unknown,AMD,5409
Intel Core i5-7400,CPU,2017-01-03,14,65,4,3000,Intel,Intel,5499
Intel Core i7-4860EQ,CPU,2013-08-29,22,47,4,1800,Intel,Intel,5500
AMD Ryzen 3 2300U,CPU,2018-01-08,14,15,4,2000,GF,AMD,5507
Intel Xeon E3-1280,CPU,2011-04-03,32,95,4,3500,Intel,Intel,5510
Intel Core i7-4710HQ,CPU,2014-04-01,22,47,4,2500,Intel,Intel,5518
Intel Core i5-5675C,CPU,2015-05-15,14,65,4,3100,Intel,Intel,5548
AMD Opteron 6376,CPU,2012-11-05,32,115,8,2300,Unknown,AMD,5572
Intel Core i5-4690,CPU,2014-05-01,22,84,4,3400,Intel,Intel,5572
Intel Core i7-2700K,CPU,2011-10-24,32,95,4,3500,Intel,Intel,5604
Intel Core i5-4690K,CPU,2014-06-02,22,88,4,3500,Intel,Intel,5623
